Customer_ID,Age,Gender,Category,Purchase_Amount,Quantity,Payment_Method,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
100001,63,Male,Home,1076,1,Bank Transfer,0.4730079549674051,-2.01521560092453,-0.6172042759156513,1.9129638263453246,1.104647220016881,-1.5072079629590687,-2.4776663001474186,-0.13501535804311227,-0.5421157866828823,-0.7619697691343765,0
100002,18,Male,Sports,402,7,Bank Transfer,0.5782785192762222,0.9672985060605865,1.443788744710931,0.99397237176076,-0.6209091190062705,-0.6677707148059945,-1.8359931396278757,0.17057146186542127,1.5028270852495802,-1.455355916685659,1
100003,54,Female,Sports,1903,4,Cash,0.1015559856102445,-0.7739223148588519,-0.16476076699150044,0.46449070851861596,2.402765336754039,-1.150527596749525,0.15783811787731195,0.3224594143893541,-0.26812703062785004,0.2197229661447092,1
100004,47,Male,Sports,857,6,PayPal,-0.09138126042794319,-1.3613228060035611,2.7496137438868793,-1.9415788821209659,-0.09277995547171203,-3.207476016025878,-1.5171991663327908,1.8296561531219617,0.8804813009141136,-0.5893249408558795,0
100005,48,Male,Sports,1507,7,Card,1.9536567479767233,1.2484844123328225,1.2123122610980124,0.5157724595773958,-0.559830263040596,-0.9079296025375598,-0.8083493290857848,1.0520128985429207,0.28169591382735354,-0.2680652133157559,1
100006,21,Female,Fashion,1310,3,Cash,0.17281227977128397,0.8569294681548771,-0.005831927783568003,0.9357999598420499,-0.1927658508066994,-1.6181462553900197,-0.19008914856294323,0.33466555472622317,-2.1193013676882075,0.25194180813792594,1
100007,35,Female,Fashion,1400,4,Bank Transfer,1.6322452588988656,-0.33242838078888937,-2.016467344487473,2.059156326378879,-1.063919304545987,-0.19977384742504434,-0.9109914908237371,-0.7735103539853078,-0.29597150388619836,0.35570268442551445,0
100008,59,Female,Fashion,309,4,PayPal,0.48815426453882355,3.1822719854763086,-0.20701554931095612,-1.3561662575287394,0.07260881193249813,-1.647630015584095,4.485934878216693,1.8480413420468131,-0.5160481561017785,3.340701258068322,1
100009,47,Male,Beauty,1435,6,Cash,0.7932257178100984,-2.100986019979924,0.009654059808572368,-4.197970039849847,-1.0664011694674271,0.6688726672726737,2.106573344612986,0.5019586330473242,-0.7456204671721736,1.535054662886436,0
100010,39,Female,Fashion,1938,8,Bank Transfer,0.9372251736666143,-3.263822813809732,0.8917103173460325,-4.372927754497909,-1.348462854956412,-0.7591741542295145,0.4471485010711961,0.10997140921282123,-0.6557512606391394,0.2692219677121594,0
100011,53,Female,Home,625,5,PayPal,-0.09477067200513166,0.5117423252781628,-0.7546412251923561,0.9094817748773595,0.8456218296899747,-0.3769964211865845,0.6725173807582283,2.3410901676200044,-1.656966455738728,2.181892980689597,1
100012,68,Female,Electronics,597,5,Cash,0.0790738579626132,0.7151674811910134,0.5360297767858464,-2.962494119893561,-1.9568669487682342,-0.28586285598040184,2.364459833134881,0.6536913119022828,0.3446093205941101,1.471293356521007,0
100013,25,Female,Electronics,1725,1,Cash,-0.2637053055765539,0.9792841847957661,-2.011766576475548,0.9266081562562252,-3.0225440580134584,1.369036801107491,0.3519698116016283,-2.2533487551032603,0.5579377815243737,-0.030600011138535024,0
100014,56,Female,Electronics,303,9,PayPal,-1.4127885777912768,1.9949190500505758,-1.2327489560905127,0.3247001609224016,-0.1027280628771785,-2.424553479469365,2.7331632849863268,1.7051286371983085,0.40030609315481963,3.1788576450521155,1
100015,24,Female,Beauty,1005,6,Cash,-1.9385268369397537,2.123926140118723,-2.409458201193131,3.208248990979729,-0.14435791733850434,-0.14480996884625463,0.7632400860343371,1.030909109375917,0.5963335838654739,2.25400920411624,1
100016,49,Female,Electronics,85,6,Cash,0.5749060409150368,1.7681249070639788,-0.27360597522629937,-1.125603304450688,-0.3707582117680628,-0.5199408144697779,2.924383628593648,4.55728638092614,0.5304518530891508,4.529025368337772,1
100017,52,Female,Fashion,1706,7,Bank Transfer,-0.5287216328368156,0.9941291859843735,1.2359441576030332,1.0166085788733574,-2.468102614688708,-0.43467196768047855,-2.3924153371400054,1.8505594493591067,0.5871143970709833,-0.24862824399027167,1
100018,22,Male,Fashion,389,1,Bank Transfer,-1.2346454174818653,0.035792707447058536,2.008120815914008,-1.6256505026467147,1.2364593375463984,0.015502824934090054,0.3180871740083582,1.0765019411861347,-0.8862384333634628,-0.4070846922796011,1
100019,51,Male,Beauty,1076,4,PayPal,-0.3797311250338392,-0.29397499104577607,0.6169800693880998,-1.9331784539612573,-0.07792748869736055,-1.3334643690240422,1.2940029949197802,1.896510782229683,1.0766646515022715,1.6820755801326712,0
100020,63,Female,Beauty,1383,3,Bank Transfer,0.3831961512084077,2.997879448825616,1.5976343275958866,2.0636079159448957,-1.4058131789151151,-0.6956006030813223,-1.7365373256027197,0.10830400615919533,0.7583887130111439,-1.573100007573043,1
100021,52,Female,Beauty,236,5,Bank Transfer,0.962591982845802,1.5693196086328376,0.8356195201831524,-2.0737765659992595,-1.3792157882274032,-2.745203755948755,2.411822082505285,4.251793419048871,0.5125995112727985,3.826820896760271,1
100022,40,Male,Fashion,1830,1,Bank Transfer,0.23779736313905933,1.5681405327219338,1.2459216667629915,-1.4381136692450964,0.05157078546387672,0.2568758867993983,1.6219539829902647,1.1344557666934358,-0.2550217387812019,0.6815915664669384,0
100023,37,Female,Home,1684,9,Bank Transfer,0.5608432859764206,0.009055994499635345,-2.7388557033217853,4.115888497777193,4.5947170500204715,-1.3514209834370803,0.4620426565784451,0.004731305511645134,-0.9172066963350255,1.237324889085587,1
